"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",8.22555311651007,-2.88023811593978,2.37614899334646,-2.27246897393911,2.52692690811662,-2.09838252897036,-0.777681075143238,-4.53518997440301,-4.21324286413566,-1.40360626022928,0.16365633988818,3.75994401225542,-2.14600056599287,-1.42000239318543,-0.152706778255792,-4.3516058411066,-2.49326282518318,-1.87300263597098,-1.26542914449226,0.237470253003487,-2.14119257740501
"2",3.90708626743212,-2.56224441611961,0.78436717188339,-2.02678316613075,-0.861537569715136,-2.52515103112715,-2.13066030158198,-2.0803842789041,-0.414231614122783,-1.59556054217672,-0.530808964737129,0.996994754674101,-2.42981425819697,-1.29604149861697,-1.89119619323816,-0.285637754795113,0.964059247508921,-0.839190563362722,-0.949824705873862,-0.306151379597649,-0.49684416991655
"3",5.43137559726765,-4.98304678220567,1.314101791895,-4.46084463688378,-1.22447756610258,-2.72713400485359,-2.38318404109785,-4.10662770902814,-0.889693736262741,-7.15664838757619,-0.680888037286425,4.07373375694604,-5.34536836643184,-3.03745209009746,-4.65471559571353,-2.83474491922467,-0.522794021803888,0.259057654470697,-1.42680839691597,-1.40281345441592,0.0184069693766576
"4",6.36866465576688,-0.107990385477423,3.42538517808016,-3.68506891999767,0.553158019527415,-2.07741787999039,-1.38675737304179,-0.00395229397825258,5.20819052661914,-4.4261557203647,0.48746339382712,1.38211406031794,-4.06918721334049,-3.08144286708055,-0.875543074011792,-3.27494867919759,-0.726739220764431,-3.22125916704036,-1.76542479062552,-0.728762663795948,-1.52169577988599
"5",8.11724189930822,-5.08068397782523,2.04547626675019,-1.57874956635967,-2.23562907583476,-1.7144066292349,-1.95617031373347,-4.62642006458791,0.966597348202729,0.343399877872015,-0.659783506199004,-0.553461103227434,-1.35841726513661,0.644668702346342,-2.16888260504506,0.950354527036764,4.92670904073643,-1.66983116346012,-2.71604166925211,-1.58968786216038,-0.585531517444978
"6",13.9135892347695,-0.434883295021224,5.76433767701748,-3.3462936413064,2.60645591237683,-1.90324737710231,-0.619802359864509,-3.72040540110388,-2.89852146713702,-1.62397502922363,0.933590137315425,2.88042038659363,-2.70592233611279,-0.590424283217461,-2.28365488415747,-5.20588048332397,-1.67331771405607,-0.576502204323809,-3.54816728397088,-2.08741468637669,-1.27873579770514
"7",3.75877310820444,-2.88698706115356,1.43635105926553,-3.52334963834872,-2.4069944683304,-3.26669312328999,-3.150288551854,-3.65288729443721,0.299337955278105,-3.2703684970743,0.436750688561763,2.46599341484626,-4.21816306394921,-2.95052694854742,-3.07479314824907,-1.9436909665628,-0.484512166675071,-0.500045260260483,-1.26419007261466,-0.546328600362316,-1.3179155925667
"8",6.56166139767331,-1.51139366701118,1.76466207021161,-3.94094253806892,0.0562515601728057,-3.25797794243906,-2.39043468544033,-3.74208336054804,-2.02280140392871,-2.12036141982396,-1.03166831371716,2.57393944769914,-3.86827290887066,-2.65981600024898,-2.06799895501285,-3.27667490086214,-1.38545942813128,-0.209072473839574,-3.26533916879642,-2.31981478591337,-0.35199411928832
"9",11.3540541058875,-2.43967434277803,5.86135116987333,-2.33998565319085,2.22810496464807,-2.07675729110912,-0.846945200199449,-3.87110933109635,2.70950719818623,-2.45768584684941,2.84721522407455,5.22307209412578,-1.883840873131,0.721200511602824,-3.02778090742412,0.450587687927208,3.30373195791348,0.720792266189829,-4.05872722850057,-3.53297542115986,0.504378138119477
"10",4.68411869874068,-3.40389142427474,1.232722767615,-3.17202164900605,0.540931462437759,-2.24001465219962,-1.49468439845091,-4.33644343615976,-2.66483846513065,-1.90924464825373,0.614186946823344,1.01454396419161,-2.5679496373843,-1.03715815159226,-2.52044027229426,-2.98015526827303,-1.620514451244,0.616450571508179,-4.06169336958664,-3.32243147021463,-1.70019484608426
